arc_length,Mach_Magnitude,p
0.00000000,0.11712292,41879.50781250
0.00110000,0.11712292,41877.44140625
0.00219999,0.11712292,41875.37890625
0.00330000,0.17587360,41880.91015625
0.00440000,0.17450804,41886.78515625
0.00549999,0.18145564,41884.57421875
0.00660000,0.18145564,41884.15625000
0.00770000,0.18145564,41883.73828125
0.00880001,0.18082342,41880.63281250
0.00990001,0.18156193,41876.08203125
0.01100000,0.17859152,41878.14843750
0.01209999,0.17742291,41876.69921875
0.01320001,0.17742291,41875.07812500
0.01430000,0.17742291,41873.45703125
0.01539999,0.17742291,41871.83984375
0.01650001,0.17665756,41869.96484375
0.01760000,0.17602717,41865.28125000
0.01869999,0.17675789,41859.69921875
0.01980001,0.17729420,41854.92578125
0.02090000,0.17729420,41851.58984375
0.02200002,0.17729420,41848.25000000
0.02310001,0.17729420,41844.91406250
0.02420000,0.17769553,41842.01953125
0.02530002,0.17769553,41836.56250000
0.02640001,0.17812882,41831.57421875
0.02750000,0.17812882,41827.32421875
0.02860001,0.17814829,41822.84375000
0.02970001,0.17877265,41817.24218750
0.03080000,0.17933530,41813.21093750
0.03190001,0.17933530,41809.31250000
0.03300000,0.17935761,41805.25781250
0.03410000,0.17935761,41800.68359375
0.03520001,0.18052006,41795.03906250
0.03630000,0.18138911,41788.86718750
0.03739999,0.18138911,41782.77734375
0.03850001,0.18327043,41777.91015625
0.03960000,0.18282594,41773.35546875
0.04069999,0.18282594,41767.39453125
0.04180001,0.18282594,41761.42968750
0.04290000,0.18433656,41756.25390625
0.04399999,0.18433656,41752.10937500
0.04510001,0.18529809,41749.13671875
0.04620000,0.18851236,41748.91796875
0.04730002,0.18851236,41744.71875000
0.04840001,0.17501134,41739.19140625
0.04950000,0.17599875,41730.57812500
0.05060002,0.16815700,41719.82421875
0.05170001,0.14097101,41704.27343750
0.05280000,0.14097101,41687.90625000
0.05390002,0.14097101,41671.53515625
0.05500001,nan,nan
