arc_length,Mach_Magnitude,p
0.00000000,0.11629988,41839.52734375
0.00110000,0.19383428,41842.07812500
0.00220001,0.19383428,41853.65625000
0.00330000,0.20196742,41873.11718750
0.00440000,0.20196742,41893.62109375
0.00550001,0.19197668,41903.49218750
0.00660000,0.19197668,41902.67187500
0.00770000,0.18023462,41904.77343750
0.00880001,0.18023462,41907.96875000
0.00990000,0.18023462,41911.16015625
0.01100000,0.17909850,41909.62890625
0.01210001,0.17909850,41905.29296875
0.01320000,0.17838832,41908.03515625
0.01430000,0.17838832,41910.85937500
0.01540000,0.17756695,41910.95312500
0.01649999,0.17681681,41907.28125000
0.01760001,0.17681681,41902.87109375
0.01870001,0.17681681,41898.46093750
0.01980001,0.17677269,41895.80468750
0.02090000,0.17677269,41894.32031250
0.02200000,0.17697767,41891.26171875
0.02309999,0.17730780,41888.62109375
0.02420002,0.17730780,41886.92968750
0.02530001,0.17766822,41885.16406250
0.02640001,0.17766822,41881.84375000
0.02750000,0.17765739,41878.55859375
0.02860000,0.17765739,41875.48046875
0.02970000,0.17813795,41872.72265625
0.03079999,0.17818120,41869.12500000
0.03190001,0.17818120,41864.47265625
0.03300001,0.17873667,41861.07812500
0.03410001,0.17945001,41857.48828125
0.03520000,0.17932397,41853.69140625
0.03630000,0.17932397,41851.23046875
0.03739999,0.17946979,41847.49609375
0.03850002,0.17946979,41842.70703125
0.03960001,0.18071002,41837.51171875
0.04070001,0.18131705,41832.17578125
0.04180000,0.18131705,41829.24609375
0.04290000,0.18131705,41826.31640625
0.04400000,0.18604689,41822.31250000
0.04510002,0.18604689,41818.19531250
0.04620001,0.18807596,41814.98046875
0.04730001,0.18494684,41810.05078125
0.04840001,0.18494684,41805.61718750
0.04950000,0.18102617,41791.96484375
0.05060000,0.18102617,41773.63281250
0.05170002,0.18102617,41755.29687500
0.05280002,0.18102617,41736.96484375
0.05390001,0.12123103,41727.39062500
0.05500001,nan,nan
