arc_length,Mach_Magnitude,p
0.00000000,0.12374522,41864.42968750
0.00110000,0.12374522,41867.73437500
0.00220000,0.12374522,41871.04296875
0.00330000,0.12374522,41874.34765625
0.00440000,0.19391654,41869.84765625
0.00550000,0.18247317,41865.09375000
0.00660000,0.18247317,41865.48437500
0.00770000,0.18247317,41865.87500000
0.00880000,0.18247317,41866.26562500
0.00990000,0.18303078,41866.41796875
0.01100000,0.18308148,41864.51953125
0.01210000,0.18308148,41860.95703125
0.01320000,0.17903790,41857.03906250
0.01429999,0.17903790,41854.08984375
0.01540000,0.17903790,41851.14062500
0.01650001,0.17865396,41848.20312500
0.01760000,0.17865396,41845.34375000
0.01869998,0.17865396,41842.48046875
0.01980000,0.17865396,41839.62109375
0.02090001,0.17841083,41836.27734375
0.02200000,0.17940873,41834.16015625
0.02309998,0.17979896,41830.06640625
0.02420000,0.17979896,41825.71484375
0.02530001,0.17979896,41821.36328125
0.02640000,0.17979896,41817.01171875
0.02749998,0.17971677,41814.27343750
0.02860000,0.17971677,41812.33593750
0.02970001,0.17971677,41810.39843750
0.03080000,0.17971677,41808.46093750
0.03189998,0.18004616,41807.06640625
0.03300000,0.18004616,41805.82812500
0.03410001,0.18249679,41803.52734375
0.03520000,0.18190034,41799.75781250
0.03629998,0.18190034,41796.54687500
0.03740000,0.18190034,41793.33593750
0.03850001,0.18190034,41790.12500000
0.03960000,0.18190034,41786.91406250
0.04069998,0.18190034,41783.70312500
0.04180000,0.18366957,41781.73437500
0.04290001,0.18351547,41779.24218750
0.04400000,0.18351547,41777.44531250
0.04509998,0.18351547,41775.64843750
0.04620000,0.18351547,41773.85156250
0.04730001,0.18351547,41772.05468750
0.04840000,0.19614400,41770.79296875
0.04949998,0.20688766,41772.68750000
0.05060000,0.20688766,41782.37890625
0.05170001,0.20688766,41792.07421875
0.05280000,0.20688766,41801.76562500
0.05389998,0.15978098,41810.94921875
0.05500000,nan,nan
