arc_length,Mach_Magnitude,p
0.00000000,0.37347146,22609.13085938
0.00110001,0.51862329,22804.90234375
0.00220000,0.56568234,23054.69531250
0.00330001,0.57107892,23214.31835938
0.00440000,0.56912575,23362.78125000
0.00550001,0.56601453,23459.02734375
0.00660000,0.57257120,23540.50390625
0.00770000,0.57506907,23677.81054688
0.00880000,0.56058415,23839.40625000
0.00990000,0.56815215,23943.44921875
0.01100000,0.57744284,24006.46679688
0.01210000,0.56788197,24146.23828125
0.01320000,0.56272634,24261.58007812
0.01430000,0.56103190,24348.44921875
0.01539999,0.55166688,24444.59570312
0.01650000,0.55406622,24576.93359375
0.01759999,0.55321290,24670.35156250
0.01870000,0.55321290,24723.66992188
0.01979999,0.54584491,24815.67773438
0.02090000,0.54818252,24906.39648438
0.02199999,0.54209419,24999.51171875
0.02310000,0.53135469,25112.51757812
0.02420000,0.53468485,25196.70312500
0.02529998,0.52742274,25328.16015625
0.02639999,0.53335965,25428.36328125
0.02750000,0.53335965,25512.30859375
0.02860000,0.52390671,25587.72851562
0.02970001,0.52390671,25634.06835938
0.03079999,0.52139868,25715.09570312
0.03189999,0.52139868,25833.90429688
0.03300000,0.52223515,25926.64257812
0.03410001,0.53116988,26001.42968750
0.03519998,0.52781638,26103.41796875
0.03629999,0.52656860,26196.85742188
0.03740000,0.52206744,26257.91601562
0.03850001,0.52979335,26286.58593750
0.03959998,0.52496739,26356.12304688
0.04069999,0.52823147,26433.55859375
0.04180000,0.52823147,26555.06054688
0.04290000,0.53606768,26640.35546875
0.04399998,0.53577203,26715.54492188
0.04509999,0.54112334,26779.10351562
0.04620000,0.54326212,26832.53515625
0.04730000,0.53977677,26872.15625000
0.04839998,0.51549363,26924.67187500
0.04949998,0.50425347,26976.94335938
0.05059999,0.43924563,27030.89257812
0.05170000,0.42890099,27015.41015625
0.05279998,0.36454574,27040.26562500
0.05389998,0.26397316,27104.34960938
0.05499999,nan,nan
