arc_length,Mach_Magnitude,p
0.00000000,0.12221486,42145.75781250
0.00110000,0.12221486,42149.33203125
0.00220000,0.12221486,42152.90234375
0.00330000,0.12221486,42156.47656250
0.00440000,0.19391947,42151.78515625
0.00550000,0.18268579,42147.34765625
0.00660000,0.18268579,42148.67968750
0.00770000,0.18268579,42150.01171875
0.00880000,0.18268579,42151.33984375
0.00990000,0.18334825,42152.50781250
0.01100000,0.18336678,42151.52734375
0.01210000,0.18336678,42148.32421875
0.01320000,0.17912694,42144.60156250
0.01429999,0.17912694,42141.60546875
0.01540000,0.17912694,42138.60937500
0.01650001,0.17878844,42135.63671875
0.01760000,0.17878844,42132.77343750
0.01869998,0.17878844,42129.90625000
0.01980000,0.17878844,42127.03906250
0.02090001,0.17843361,42123.61328125
0.02200000,0.17943070,42121.44921875
0.02309998,0.17979860,42117.28515625
0.02420000,0.17979860,42112.85156250
0.02530001,0.17979860,42108.41796875
0.02640000,0.17979860,42103.98437500
0.02749998,0.17974515,42101.20312500
0.02860000,0.17974515,42099.24218750
0.02970001,0.17974515,42097.28125000
0.03080000,0.17974515,42095.32031250
0.03189998,0.18005775,42093.91015625
0.03300000,0.18005775,42092.65625000
0.03410001,0.18249978,42090.33593750
0.03520000,0.18179880,42086.30468750
0.03629998,0.18179880,42082.78906250
0.03740000,0.18179880,42079.26953125
0.03850001,0.18179880,42075.75000000
0.03960000,0.18179880,42072.23046875
0.04069998,0.18179880,42068.71484375
0.04180000,0.18356676,42066.51171875
0.04290001,0.18351087,42063.76953125
0.04400000,0.18351087,42061.85156250
0.04509998,0.18351087,42059.93359375
0.04620000,0.18351087,42058.01562500
0.04730001,0.18351087,42056.09765625
0.04840000,0.19664661,42054.59375000
0.04949998,0.20737228,42055.93750000
0.05060000,0.20737228,42065.20312500
0.05170001,0.20737228,42074.47265625
0.05280000,0.20737228,42083.73828125
0.05389998,0.16085152,42092.66796875
0.05500000,nan,nan
