arc_length,Mach_Magnitude,p
0.00000000,0.37880505,20271.57421875
0.00110000,0.37880505,20144.03515625
0.00220000,0.37880505,20016.49609375
0.00330001,0.61534308,20011.53320312
0.00440001,0.61117017,20144.10937500
0.00549999,0.61117017,20279.04882812
0.00660000,0.60841280,20403.79882812
0.00770000,0.60841280,20522.29492188
0.00880000,0.62740534,20649.36718750
0.00990000,0.62129935,20787.79101562
0.01100000,0.62129935,20930.49218750
0.01210000,0.61491975,21057.41210938
0.01320000,0.61586584,21131.40625000
0.01429999,0.60897439,21249.65039062
0.01539999,0.60897439,21368.99609375
0.01650000,0.60632291,21505.10156250
0.01760000,0.60259492,21617.39648438
0.01870000,0.60259492,21706.04296875
0.01980000,0.60897156,21793.43554688
0.02090000,0.60055390,21891.72070312
0.02200000,0.59894371,21978.01562500
0.02310001,0.58816310,22085.44140625
0.02420001,0.59044413,22178.90820312
0.02530001,0.59044413,22303.80078125
0.02640001,0.59044413,22428.69335938
0.02750001,0.60799848,22543.97656250
0.02859999,0.60799848,22656.49023438
0.02969999,0.60799848,22769.00781250
0.03079999,0.59534998,22879.59960938
0.03189999,0.59534998,22966.80664062
0.03299999,0.59132941,23054.83789062
0.03409999,0.59125602,23156.16796875
0.03520000,0.59053956,23313.09570312
0.03630000,0.59053956,23469.58007812
0.03740000,0.59177379,23599.03515625
0.03850000,0.58903088,23700.73828125
0.03960000,0.58903088,23805.19726562
0.04070000,0.58903088,23909.65429688
0.04180000,0.58710308,24045.58398438
0.04290000,0.58024011,24163.98828125
0.04400001,0.58024011,24273.73437500
0.04510001,0.57561834,24393.64062500
0.04619998,0.56152143,24518.39453125
0.04729998,0.56152143,24663.74414062
0.04839998,0.56152143,24809.09570312
0.04949998,0.55265024,24973.94921875
0.05059999,0.55265024,25145.89453125
0.05169999,0.53283753,25320.43164062
0.05279999,0.31186742,25410.34179688
0.05389999,0.31186742,25533.19335938
0.05500000,nan,nan
