arc_length,Mach_Magnitude,p
0.00000000,0.37360188,23086.92968750
0.00110001,0.51320822,23156.00195312
0.00220000,0.55350833,23282.62500000
0.00330001,0.56245560,23352.44531250
0.00440000,0.56261382,23430.93164062
0.00550001,0.56205347,23518.62304688
0.00660000,0.56791164,23585.89062500
0.00770000,0.56924126,23720.77343750
0.00880000,0.55595213,23882.77539062
0.00990000,0.56208933,23987.75195312
0.01100000,0.57158486,24051.46484375
0.01210000,0.56252794,24180.95117188
0.01320000,0.55752128,24281.03515625
0.01430000,0.55618094,24359.79492188
0.01539999,0.54643323,24449.83203125
0.01650000,0.54899718,24583.74023438
0.01759999,0.54584356,24679.11523438
0.01870000,0.54584356,24744.79687500
0.01979999,0.53846932,24835.40234375
0.02090000,0.54110321,24919.24023438
0.02199999,0.53620707,25002.56054688
0.02310000,0.52518185,25110.47460938
0.02420000,0.52769145,25197.59375000
0.02529998,0.52139734,25326.07421875
0.02639999,0.52735757,25424.38671875
0.02750000,0.52735757,25508.27929688
0.02860000,0.51722031,25577.49218750
0.02970001,0.51722031,25608.92187500
0.03079999,0.51433369,25686.29101562
0.03189999,0.51433369,25808.93164062
0.03300000,0.51427308,25899.93750000
0.03410001,0.52352545,25973.86328125
0.03519998,0.52237551,26067.63281250
0.03629999,0.52099914,26151.84375000
0.03740000,0.51577151,26219.08593750
0.03850001,0.52240740,26261.21875000
0.03959998,0.51731916,26320.48046875
0.04069999,0.51997879,26385.52734375
0.04180000,0.51997879,26490.23242188
0.04290000,0.53053822,26561.55664062
0.04399998,0.52963199,26625.27343750
0.04509999,0.53621401,26685.53320312
0.04620000,0.53997486,26739.49023438
0.04730000,0.53387328,26762.84765625
0.04839998,0.50740808,26808.49023438
0.04949998,0.49985078,26859.94531250
0.05059999,0.43875378,26913.96679688
0.05170000,0.43335099,26934.40625000
0.05279998,0.37935932,26967.48828125
0.05389998,0.25880423,26978.19140625
0.05499999,nan,nan
