arc_length,Mach_Magnitude,p
0.00000000,0.34814157,21337.37304688
0.00110000,0.34814157,21462.71093750
0.00220000,0.53189972,21587.57226562
0.00330000,0.59416797,21652.90039062
0.00439999,0.58074803,21767.61523438
0.00550000,0.58074803,21871.94140625
0.00660000,0.55806396,21991.71875000
0.00770001,0.55806396,22163.25000000
0.00880000,0.55806396,22334.77734375
0.00990000,0.58540106,22499.75000000
0.01100000,0.58540106,22612.12109375
0.01210000,0.58540106,22724.49023438
0.01320000,0.57882018,22821.78906250
0.01430001,0.57882018,22945.58398438
0.01540000,0.56168105,23061.34570312
0.01650001,0.56168105,23165.42187500
0.01760000,0.57749069,23334.31250000
0.01870000,0.57749069,23515.33984375
0.01979999,0.56170607,23671.99414062
0.02089999,0.56170607,23755.66601562
0.02200001,0.56170607,23839.34375000
0.02310001,0.54935365,23908.17968750
0.02420000,0.56281143,23950.80078125
0.02530000,0.56281143,23979.69921875
0.02639999,0.57257784,24045.48046875
0.02749999,0.57257784,24146.33984375
0.02860001,0.58544923,24260.82226562
0.02970000,0.58830874,24382.79687500
0.03080000,0.56587155,24515.71289062
0.03189999,0.56587155,24650.74023438
0.03299999,0.54364920,24776.55078125
0.03410001,0.55777574,24897.86718750
0.03520001,0.55777574,24985.57812500
0.03630000,0.55777574,25073.28906250
0.03740000,0.55394208,25169.12890625
0.03849999,0.55394208,25289.35937500
0.03959999,0.55394208,25409.58789062
0.04070001,0.56411127,25537.42382812
0.04180000,0.55552548,25671.48632812
0.04290000,0.55552548,25792.51562500
0.04400000,0.55096122,25890.41406250
0.04509999,0.53101836,25983.42773438
0.04620001,0.54046351,26067.00000000
0.04730001,0.54046351,26145.74023438
0.04840000,0.54216944,26237.50390625
0.04950000,0.54216944,26362.07812500
0.05059999,0.54216944,26486.65234375
0.05169999,0.43981318,26637.37109375
0.05280001,0.30571075,26742.36914062
0.05390000,0.30571075,26804.28710938
0.05500000,nan,nan
