arc_length,Mach_Magnitude,p
0.00000000,0.38145325,23750.17382812
0.00110000,0.55723286,23781.51367188
0.00220001,0.55723286,23763.62500000
0.00329999,0.55401292,23824.72265625
0.00440000,0.55045451,23927.49414062
0.00550000,0.54245632,24029.91601562
0.00660000,0.53697601,24140.43554688
0.00770000,0.53697601,24249.84375000
0.00880000,0.53278026,24343.81054688
0.00989999,0.52979129,24421.69335938
0.01100000,0.54063272,24523.40429688
0.01210000,0.54596164,24623.95703125
0.01320000,0.53860422,24758.46484375
0.01430000,0.53860422,24864.02343750
0.01539999,0.53070734,24995.99609375
0.01649999,0.52619549,25138.25000000
0.01760000,0.52251353,25276.41015625
0.01870000,0.51899332,25388.07226562
0.01980000,0.51374411,25474.54296875
0.02090000,0.50756241,25550.52148438
0.02199999,0.49993651,25649.24023438
0.02309999,0.49993651,25724.59179688
0.02420001,0.49807295,25823.90625000
0.02530000,0.50007829,25879.11523438
0.02639999,0.51127053,25941.80273438
0.02750001,0.51127053,26055.62304688
0.02859999,0.51559075,26166.71093750
0.02970001,0.50444777,26256.86914062
0.03080000,0.50444777,26324.78710938
0.03189999,0.49952861,26408.79882812
0.03300000,0.49521867,26488.45312500
0.03409999,0.49211588,26546.28320312
0.03520001,0.49718026,26632.91015625
0.03630000,0.50544670,26710.93945312
0.03739998,0.48936175,26785.13671875
0.03850000,0.48936175,26837.07226562
0.03959999,0.48994646,26908.11328125
0.04070001,0.49376663,26988.51171875
0.04180000,0.49376663,27062.35546875
0.04289998,0.49908860,27116.23828125
0.04400000,0.50841976,27157.12304688
0.04509999,0.50841976,27221.19726562
0.04620000,0.51663251,27304.17773438
0.04729999,0.50855054,27396.09179688
0.04840001,0.51385227,27482.28320312
0.04950000,0.49996434,27573.60742188
0.05059998,0.45931395,27680.96679688
0.05170000,0.45931395,27765.32031250
0.05279999,0.37095304,27794.73437500
0.05390001,0.31793238,27805.69335938
0.05500000,nan,nan
