arc_length,Mach_Magnitude,p
0.00000000,0.33778057,22105.10156250
0.00110000,0.49045879,22400.21484375
0.00220000,0.54505702,22626.62695312
0.00330000,0.55511782,22724.32031250
0.00440000,0.57931234,22831.20507812
0.00549999,0.57931234,22898.65039062
0.00660000,0.57149170,22989.48242188
0.00770000,0.57027429,23123.50585938
0.00879999,0.55013533,23221.46484375
0.00990000,0.54488756,23314.48046875
0.01100000,0.54488756,23428.65625000
0.01209999,0.54488756,23542.83007812
0.01320000,0.53291587,23656.72460938
0.01430000,0.53291587,23813.14062500
0.01540000,0.53996768,23964.90820312
0.01650000,0.54548294,24106.46484375
0.01760000,0.53205243,24249.63671875
0.01870000,0.53205243,24396.77929688
0.01979999,0.53205243,24543.92187500
0.02090000,0.53398967,24618.10546875
0.02200000,0.52216104,24669.54882812
0.02309999,0.52216104,24716.79687500
0.02420000,0.53849867,24816.91796875
0.02530000,0.53799345,24895.14062500
0.02639999,0.53799345,24967.58398438
0.02749999,0.53939596,25028.09375000
0.02860000,0.53939596,25088.15234375
0.02969999,0.55673989,25155.18750000
0.03079999,0.54943968,25247.08984375
0.03190000,0.54943968,25336.15234375
0.03299999,0.53265901,25425.09179688
0.03409999,0.53499050,25505.75000000
0.03519998,0.53499050,25615.42773438
0.03629998,0.53499050,25725.10546875
0.03740000,0.54240418,25835.75390625
0.03850000,0.52862212,25905.38281250
0.03959999,0.52862212,25957.38085938
0.04069999,0.52862212,26009.37890625
0.04179998,0.53318784,26059.43164062
0.04289998,0.53854569,26112.86328125
0.04400001,0.53854569,26180.31250000
0.04510000,0.52220618,26267.00585938
0.04619999,0.52220618,26375.73046875
0.04729999,0.52220618,26484.45703125
0.04839999,0.51364196,26579.33984375
0.04949998,0.49910073,26673.51953125
0.05059998,0.49910073,26710.04492188
0.05170000,0.49645653,26799.56835938
0.05280000,0.49645653,27284.70117188
0.05390000,0.47910885,27686.93945312
0.05499999,nan,nan
