arc_length,Mach_Magnitude,p
0.00000000,0.11668090,41738.35546875
0.00110000,0.11668090,41735.45312500
0.00219999,0.11668090,41732.55078125
0.00330000,0.17577749,41737.14843750
0.00440000,0.17455870,41742.08593750
0.00549999,0.18170846,41739.50390625
0.00660000,0.18170846,41738.64062500
0.00770000,0.18170846,41737.77343750
0.00880001,0.18120320,41734.11718750
0.00990001,0.18152597,41728.98437500
0.01100000,0.17864492,41730.77343750
0.01209999,0.17743825,41729.02734375
0.01320001,0.17743825,41727.07421875
0.01430000,0.17743825,41725.12109375
0.01539999,0.17743825,41723.17187500
0.01650001,0.17670038,41720.97656250
0.01760000,0.17606662,41716.19140625
0.01869999,0.17674599,41710.57812500
0.01980001,0.17728170,41705.77343750
0.02090000,0.17728170,41702.37109375
0.02200002,0.17728170,41698.96484375
0.02310001,0.17728170,41695.56250000
0.02420000,0.17768352,41692.58203125
0.02530002,0.17768352,41687.05078125
0.02640001,0.17811191,41681.94140625
0.02750000,0.17811191,41677.66796875
0.02860001,0.17812612,41673.16015625
0.02970001,0.17874839,41667.47265625
0.03080000,0.17931399,41663.18750000
0.03190001,0.17931399,41659.03125000
0.03300000,0.17934918,41654.71093750
0.03410000,0.17934918,41649.87109375
0.03520001,0.18050533,41643.96484375
0.03630000,0.18136736,41637.63671875
0.03739999,0.18136736,41631.39843750
0.03850001,0.18324170,41626.51953125
0.03960000,0.18276611,41622.00000000
0.04069999,0.18276611,41616.03906250
0.04180001,0.18276611,41610.07421875
0.04290000,0.18436494,41604.88671875
0.04399999,0.18436494,41600.72265625
0.04510001,0.18533938,41597.78125000
0.04620000,0.18853357,41597.72656250
0.04730002,0.18853357,41593.49609375
0.04840001,0.17533325,41588.38281250
0.04950000,0.17658617,41581.22656250
0.05060002,0.16839309,41572.07031250
0.05170001,0.14052329,41559.41406250
0.05280000,0.14052329,41544.72656250
0.05390002,0.14052329,41530.04296875
0.05500001,nan,nan
