arc_length,Mach_Magnitude,p
0.00000000,0.39670179,23246.45117188
0.00110000,0.39670179,23198.78320312
0.00220000,0.55862757,23151.58203125
0.00330000,0.59454353,23078.91601562
0.00439999,0.59454353,23001.29492188
0.00549999,0.59483530,23068.41015625
0.00660001,0.59105334,23190.61718750
0.00770001,0.57603483,23277.88085938
0.00880000,0.58882675,23360.48242188
0.00990000,0.59004956,23441.41210938
0.01100000,0.58310544,23529.09765625
0.01210000,0.58982824,23599.80078125
0.01320000,0.58944077,23676.07812500
0.01430000,0.59022234,23755.11132812
0.01540000,0.58665168,23913.06640625
0.01650001,0.58372672,24073.28320312
0.01760001,0.57860664,24141.24414062
0.01870001,0.57790589,24214.67773438
0.01980000,0.57790589,24334.64843750
0.02090000,0.56477343,24441.48437500
0.02200000,0.56477343,24517.50781250
0.02310000,0.56095795,24602.07226562
0.02420001,0.56095795,24713.22070312
0.02530000,0.56061859,24798.97070312
0.02640001,0.56061859,24927.27148438
0.02750000,0.56677562,25028.78906250
0.02860001,0.56576319,25108.75390625
0.02969999,0.56576319,25198.08789062
0.03080001,0.55379886,25307.47070312
0.03189999,0.55379886,25397.78320312
0.03300000,0.55021826,25485.33203125
0.03410001,0.55172231,25553.76367188
0.03520000,0.55437849,25624.64843750
0.03630001,0.55673739,25701.31640625
0.03740000,0.54923128,25824.76953125
0.03850001,0.54255026,25977.44531250
0.03960000,0.54614407,26128.84960938
0.04070001,0.54708368,26256.33398438
0.04179999,0.54523418,26336.85546875
0.04290001,0.54642884,26415.64062500
0.04400002,0.56035968,26499.64453125
0.04510000,0.56559159,26582.87890625
0.04620001,0.56431353,26683.69531250
0.04730000,0.56431353,26769.88671875
0.04840001,0.55407337,26859.87695312
0.04950000,0.54586765,26966.83007812
0.05060001,0.49555059,27053.70703125
0.05169999,0.49101198,27154.34765625
0.05280001,0.42014471,27271.83203125
0.05389999,0.42014471,27341.09765625
0.05500000,0.24339641,27444.29492188
