arc_length,Mach_Magnitude,p
0.00000000,0.18232171,41997.65625000
0.00110000,0.18232171,41984.05078125
0.00220001,0.18232171,41970.44531250
0.00330000,0.18232171,41956.83984375
0.00440000,0.19636576,41943.10156250
0.00550000,0.20225434,41930.19921875
0.00659999,0.17915497,41927.37109375
0.00770000,0.17891499,41922.39062500
0.00880001,0.17891499,41916.21875000
0.00990000,0.17891499,41910.05078125
0.01100001,0.17891499,41903.88281250
0.01209999,0.17891499,41897.71093750
0.01320000,0.17891499,41891.54296875
0.01430001,0.18013073,41885.89062500
0.01539999,0.18031981,41880.91796875
0.01650000,0.17973020,41876.95703125
0.01760001,0.17923501,41873.17578125
0.01869999,0.17923501,41870.26171875
0.01980001,0.17923501,41867.35156250
0.02089999,0.17923501,41864.44140625
0.02200000,0.17923501,41861.52734375
0.02310001,0.17923501,41858.61718750
0.02419999,0.18051562,41854.93750000
0.02530000,0.18051562,41848.60156250
0.02640001,0.18051562,41842.26562500
0.02749999,0.18153337,41837.53906250
0.02860000,0.18153337,41833.55078125
0.02970001,0.18153337,41829.55859375
0.03080000,0.18153337,41825.57031250
0.03190001,0.18153337,41821.58203125
0.03299999,0.18153337,41817.59375000
0.03410000,0.18097823,41813.51562500
0.03520001,0.18221979,41808.81250000
0.03629999,0.18355782,41800.83984375
0.03740000,0.18537288,41792.46484375
0.03850001,0.18537288,41784.64843750
0.03960000,0.18537288,41776.83593750
0.04070001,0.18537288,41769.01953125
0.04179999,0.18537288,41761.20312500
0.04290000,0.18537288,41753.39062500
0.04400001,0.18791204,41745.13281250
0.04509999,0.18791204,41735.73437500
0.04620000,0.18791204,41726.33984375
0.04730001,0.19026000,41714.03125000
0.04840000,0.18541353,41698.91015625
0.04950001,0.19032197,41682.77734375
0.05059999,0.17223148,41680.33593750
0.05170000,0.11296429,41691.72656250
0.05280001,0.11296429,41712.60937500
0.05389999,0.11296429,41733.49218750
0.05500000,nan,nan
