arc_length,Mach_Magnitude,p
0.00000000,0.11588297,41920.05468750
0.00109999,0.11588297,41926.56250000
0.00220000,0.11588297,41933.07031250
0.00329999,0.11588297,41939.57812500
0.00440000,0.12122994,41941.30859375
0.00549999,0.17710970,41940.55859375
0.00660000,0.17764317,41942.49609375
0.00769999,0.17764317,41946.85156250
0.00880000,0.17764317,41951.20703125
0.00990000,0.17764317,41955.56250000
0.01100000,0.17764317,41959.91796875
0.01210001,0.17728001,41961.09765625
0.01319999,0.17568508,41957.59765625
0.01430000,0.17568508,41952.18359375
0.01540000,0.17526460,41948.68750000
0.01649998,0.17526460,41947.99218750
0.01759999,0.17526460,41947.29296875
0.01870000,0.17557010,41946.41015625
0.01980001,0.17557010,41945.16796875
0.02089998,0.17612118,41943.39062500
0.02199999,0.17627328,41940.14843750
0.02310000,0.17664028,41935.90234375
0.02420001,0.17711022,41932.57031250
0.02529998,0.17711022,41929.44921875
0.02639999,0.17711022,41926.32812500
0.02750000,0.17718060,41923.41796875
0.02859998,0.17751706,41920.92968750
0.02969999,0.17751706,41918.44531250
0.03080000,0.17751706,41915.96093750
0.03190000,0.17751706,41913.47265625
0.03299998,0.17744297,41911.26953125
0.03409999,0.17904281,41909.19921875
0.03520000,0.17869511,41904.97656250
0.03630000,0.17869511,41900.33203125
0.03739998,0.17869511,41895.69140625
0.03849999,0.17919146,41891.15234375
0.03960000,0.18011446,41886.64843750
0.04070000,0.18031128,41881.71093750
0.04179998,0.18157523,41877.27734375
0.04289999,0.18249146,41873.50390625
0.04400000,0.18249146,41869.76562500
0.04509998,0.18677398,41865.58593750
0.04619998,0.18864724,41857.54296875
0.04729999,0.18945162,41849.46875000
0.04840000,0.18945162,41841.94921875
0.04949998,0.19005288,41834.26562500
0.05059998,0.14984932,41817.76953125
0.05169999,0.10843809,41797.30468750
0.05280000,0.10843809,41778.87109375
0.05389998,0.10843809,41760.43359375
0.05499999,nan,nan
