arc_length,Mach_Magnitude,p
0.00000000,0.11641630,41963.18359375
0.00110000,0.11641630,41961.08203125
0.00219999,0.11641630,41958.98046875
0.00330000,0.17544143,41964.23828125
0.00440000,0.17413647,41969.83593750
0.00549999,0.18134270,41967.44531250
0.00660000,0.18134270,41966.40234375
0.00770000,0.18134270,41965.35937500
0.00880001,0.18162531,41961.55078125
0.00990001,0.18171498,41956.30078125
0.01100000,0.17854934,41957.94921875
0.01209999,0.17753112,41956.18359375
0.01320001,0.17753112,41954.28906250
0.01430000,0.17753112,41952.39453125
0.01539999,0.17753112,41950.50390625
0.01650001,0.17681220,41948.36718750
0.01760000,0.17616631,41943.61328125
0.01869999,0.17684075,41937.92968750
0.01980001,0.17735218,41933.04687500
0.02090000,0.17735218,41929.62500000
0.02200002,0.17735218,41926.19921875
0.02310001,0.17735218,41922.77343750
0.02420000,0.17773796,41919.79687500
0.02530002,0.17773796,41914.25390625
0.02640001,0.17814193,41909.21875000
0.02750000,0.17814193,41904.89843750
0.02860001,0.17817680,41900.33593750
0.02970001,0.17878950,41894.67578125
0.03080000,0.17934140,41890.69140625
0.03190001,0.17934140,41886.84375000
0.03300000,0.17936843,41882.83593750
0.03410000,0.17936843,41878.30859375
0.03520001,0.18055277,41872.71093750
0.03630000,0.18143068,41866.58593750
0.03739999,0.18143068,41860.53906250
0.03850001,0.18328589,41855.72656250
0.03960000,0.18280231,41851.23046875
0.04069999,0.18280231,41845.30859375
0.04180001,0.18280231,41839.38671875
0.04290000,0.18429111,41834.29687500
0.04399999,0.18429111,41830.30468750
0.04510001,0.18535889,41827.50390625
0.04620000,0.18887232,41827.52343750
0.04730002,0.18887232,41823.65625000
0.04840001,0.17635605,41818.69921875
0.04950000,0.17782832,41811.22656250
0.05060002,0.16872912,41802.13671875
0.05170001,0.13990831,41790.41406250
0.05280000,0.13990831,41776.45703125
0.05390002,0.13990831,41762.50000000
0.05500001,nan,nan
