arc_length,Mach_Magnitude,p
0.00000000,0.11499809,42084.74609375
0.00110000,0.19397455,42084.27343750
0.00220001,0.19397455,42092.14062500
0.00330000,0.20118969,42109.35156250
0.00440000,0.20118969,42127.79296875
0.00550001,0.19057466,42137.00390625
0.00660000,0.19057466,42136.92187500
0.00770000,0.17891455,42140.03906250
0.00880001,0.17891455,42144.39843750
0.00990000,0.17891455,42148.75781250
0.01100000,0.17796126,42147.77343750
0.01210001,0.17796126,42143.60937500
0.01320000,0.17807329,42146.94921875
0.01430000,0.17807329,42150.37109375
0.01540000,0.17775378,42151.01953125
0.01649999,0.17700076,42147.35156250
0.01760001,0.17700076,42142.95312500
0.01870001,0.17700076,42138.55468750
0.01980001,0.17691432,42135.92187500
0.02090000,0.17691432,42134.46875000
0.02200000,0.17701623,42131.38671875
0.02309999,0.17739087,42128.71875000
0.02420002,0.17739087,42127.01562500
0.02530001,0.17770963,42125.24218750
0.02640001,0.17770963,42121.87500000
0.02750000,0.17767480,42118.54296875
0.02860000,0.17767480,42115.41406250
0.02970000,0.17816876,42112.62109375
0.03079999,0.17822638,42109.00000000
0.03190001,0.17822638,42104.33203125
0.03300001,0.17877741,42100.94140625
0.03410001,0.17946353,42097.30468750
0.03520000,0.17928406,42093.37890625
0.03630000,0.17928406,42090.83203125
0.03739999,0.17926847,42087.05468750
0.03850002,0.17926847,42082.25000000
0.03960001,0.18016864,42077.11718750
0.04070001,0.18067183,42071.91796875
0.04180000,0.18067183,42069.17968750
0.04290000,0.18067183,42066.44531250
0.04400000,0.18583057,42062.55078125
0.04510002,0.18583057,42057.75390625
0.04620001,0.18727766,42054.01171875
0.04730001,0.18347138,42048.92187500
0.04840001,0.18347138,42044.37500000
0.04950000,0.17911559,42031.13671875
0.05060000,0.17911559,42013.48046875
0.05170002,0.17911559,41995.82421875
0.05280002,0.17911559,41978.16796875
0.05390001,0.12137389,41969.09765625
0.05500001,nan,nan
