arc_length,Mach_Magnitude,p
0.00000000,0.11558132,42006.46093750
0.00109999,0.11558132,42010.51171875
0.00220000,0.11558132,42014.56250000
0.00329999,0.11558132,42018.61328125
0.00440000,0.12072872,42016.91406250
0.00549999,0.17816615,42014.66406250
0.00660000,0.17836479,42016.64062500
0.00769999,0.17836479,42021.07031250
0.00880000,0.17836479,42025.50000000
0.00990000,0.17836479,42029.92968750
0.01100000,0.17836479,42034.35937500
0.01210001,0.17739745,42035.58984375
0.01319999,0.17575101,42032.08593750
0.01430000,0.17575101,42026.56250000
0.01540000,0.17525964,42022.99609375
0.01649998,0.17525964,42022.26953125
0.01759999,0.17525964,42021.54296875
0.01870000,0.17565339,42020.57421875
0.01980001,0.17565339,42019.13281250
0.02089998,0.17628939,42017.07812500
0.02199999,0.17645061,42013.71484375
0.02310000,0.17678142,42009.37890625
0.02420001,0.17725672,42005.87890625
0.02529998,0.17725672,42002.57812500
0.02639999,0.17725672,41999.27734375
0.02750000,0.17735995,41996.18750000
0.02859998,0.17773014,41993.53125000
0.02969999,0.17773014,41990.89062500
0.03080000,0.17773014,41988.25000000
0.03190000,0.17773014,41985.60937500
0.03299998,0.17764679,41983.24218750
0.03409999,0.17928511,41981.01953125
0.03520000,0.17880243,41976.47265625
0.03630000,0.17880243,41971.49609375
0.03739998,0.17880243,41966.51562500
0.03849999,0.17934481,41961.70703125
0.03960000,0.18042897,41956.94140625
0.04070000,0.18080644,41951.32421875
0.04179998,0.18233796,41945.50390625
0.04289999,0.18325827,41940.24218750
0.04400000,0.18325827,41935.01562500
0.04509998,0.18712863,41929.75000000
0.04619998,0.18914243,41920.92578125
0.04729999,0.19097381,41912.05468750
0.04840000,0.19097381,41903.83203125
0.04949998,0.19046101,41895.44531250
0.05059998,0.14548656,41877.85546875
0.05169999,0.10156277,41855.71875000
0.05280000,0.10156277,41836.26953125
0.05389998,0.10156277,41816.82031250
0.05499999,nan,nan
