arc_length,Mach_Magnitude,p
0.00000000,0.33988948,21186.59375000
0.00110000,0.33988948,21356.15429688
0.00220000,0.51951336,21522.89062500
0.00330000,0.58233424,21607.30078125
0.00439999,0.57087587,21718.95898438
0.00550000,0.57087587,21790.84375000
0.00660000,0.54622336,21884.08203125
0.00770001,0.54622336,22048.84570312
0.00880000,0.54622336,22213.60546875
0.00990000,0.57243417,22362.25585938
0.01100000,0.57243417,22462.60937500
0.01210000,0.57243417,22562.96289062
0.01320000,0.56634265,22655.57617188
0.01430001,0.56634265,22784.02734375
0.01540000,0.55081177,22899.85546875
0.01650001,0.55081177,22997.31835938
0.01760000,0.56266830,23178.77734375
0.01870000,0.56266830,23386.94726562
0.01979999,0.54739071,23561.75000000
0.02089999,0.54739071,23632.06445312
0.02200001,0.54739071,23702.38085938
0.02310001,0.53743364,23775.07226562
0.02420000,0.54950670,23807.22070312
0.02530000,0.54950670,23822.80859375
0.02639999,0.56060208,23878.99023438
0.02749999,0.56060208,23964.84960938
0.02860001,0.57455699,24056.80078125
0.02970000,0.57498713,24141.96289062
0.03080000,0.55296998,24251.02539062
0.03189999,0.55296998,24361.64648438
0.03299999,0.53632712,24456.53125000
0.03410001,0.54663336,24559.03515625
0.03520001,0.54663336,24634.72656250
0.03630000,0.54663336,24710.41796875
0.03740000,0.54037036,24795.76953125
0.03849999,0.54037036,24915.45703125
0.03959999,0.54037036,25035.14257812
0.04070001,0.55241019,25149.78320312
0.04180000,0.54305370,25267.81250000
0.04290000,0.54305370,25376.22070312
0.04400000,0.53991356,25465.08984375
0.04509999,0.52813419,25536.87500000
0.04620001,0.53418901,25593.50000000
0.04730001,0.53418901,25643.46875000
0.04840000,0.53496157,25712.07421875
0.04950000,0.53496157,25827.62890625
0.05059999,0.53496157,25943.18554688
0.05169999,0.42848503,26074.22851562
0.05280001,0.29958204,26176.48828125
0.05390000,0.29958204,26246.09960938
0.05500000,nan,nan
