arc_length,Mach_Magnitude,p
0.00000000,0.38066263,23353.84375000
0.00110000,0.38066263,23295.88085938
0.00220000,0.55917078,23266.53906250
0.00330000,0.59415059,23162.18750000
0.00439999,0.59415059,23034.41210938
0.00549999,0.59640080,23101.82031250
0.00660001,0.59277271,23235.85156250
0.00770001,0.57733235,23315.58203125
0.00880000,0.59043430,23379.66601562
0.00990000,0.59204463,23442.56835938
0.01100000,0.58629920,23514.84960938
0.01210000,0.59372394,23571.40820312
0.01320000,0.59262431,23639.00195312
0.01430000,0.59405086,23711.44531250
0.01540000,0.59101230,23872.94531250
0.01650001,0.58742071,24037.56054688
0.01760001,0.58336998,24112.87890625
0.01870001,0.58281561,24193.29101562
0.01980000,0.58281561,24328.75781250
0.02090000,0.57005241,24442.53710938
0.02200000,0.57005241,24524.64062500
0.02310000,0.56634357,24613.05078125
0.02420001,0.56634357,24721.43750000
0.02530000,0.56581554,24803.21093750
0.02640001,0.56581554,24925.24023438
0.02750000,0.57072054,25021.37500000
0.02860001,0.56976685,25099.70507812
0.02969999,0.56976685,25189.18945312
0.03080001,0.55699358,25296.35546875
0.03189999,0.55699358,25382.99023438
0.03300000,0.55491668,25478.39843750
0.03410001,0.55712983,25558.65429688
0.03520000,0.55881379,25633.93750000
0.03630001,0.55960708,25708.50976562
0.03740000,0.55426925,25821.08593750
0.03850001,0.54792060,25962.53515625
0.03960000,0.55155100,26113.40429688
0.04070001,0.55128399,26243.65429688
0.04179999,0.54978902,26320.06640625
0.04290001,0.54975538,26394.06054688
0.04400002,0.56379849,26475.79882812
0.04510000,0.56834693,26558.43554688
0.04620001,0.56674219,26676.46679688
0.04730000,0.56674219,26789.74023438
0.04840001,0.55562956,26901.14062500
0.04950000,0.54722159,27028.22265625
0.05060001,0.50390267,27124.21484375
0.05169999,0.50527084,27229.84179688
0.05280001,0.43568934,27356.42578125
0.05389999,0.43568934,27452.46093750
0.05500000,0.25335288,27562.30468750
