arc_length,Mach_Magnitude,p
0.00000000,0.12732180,42031.27734375
0.00110000,0.15495971,42008.18359375
0.00220001,0.15495971,42005.69921875
0.00330000,0.17038743,42014.58984375
0.00440000,0.17038743,42025.37890625
0.00549999,0.16987464,42024.91406250
0.00660000,0.17386695,42024.18750000
0.00770000,0.18038620,42026.35156250
0.00880000,0.18038620,42030.76562500
0.00990001,0.18148457,42034.94921875
0.01100000,0.18148457,42037.87109375
0.01210000,0.18148457,42040.79296875
0.01319999,0.17656750,42039.85156250
0.01429999,0.17656750,42035.94140625
0.01540001,0.17656750,42032.03125000
0.01650001,0.17656750,42028.12109375
0.01760001,0.17645614,42024.26953125
0.01870000,0.17613738,42020.75781250
0.01980000,0.17613738,42017.10937500
0.02089999,0.17613738,42013.46484375
0.02200002,0.17660412,42010.01171875
0.02310001,0.17660412,42006.65625000
0.02420001,0.17660412,42003.29687500
0.02530001,0.17706633,42000.43750000
0.02640000,0.17706633,41998.44921875
0.02750000,0.17771766,41995.07812500
0.02859999,0.17771258,41990.95703125
0.02970002,0.17764605,41987.26171875
0.03080001,0.17764605,41983.98437500
0.03190001,0.17764605,41980.70703125
0.03300001,0.17824981,41976.39843750
0.03410000,0.17902899,41972.01953125
0.03520000,0.17902899,41969.62109375
0.03629999,0.17959430,41966.61328125
0.03740002,0.17959430,41963.32031250
0.03850001,0.18015971,41957.04687500
0.03960001,0.18015971,41948.77734375
0.04070001,0.18124410,41944.04687500
0.04180000,0.18124410,41940.32421875
0.04290000,0.18124410,41936.59765625
0.04399999,0.18111077,41933.05468750
0.04510002,0.18078432,41928.84765625
0.04620001,0.19055419,41922.16796875
0.04730001,0.18561662,41915.40234375
0.04840001,0.18561662,41906.83984375
0.04950000,0.18561662,41898.28125000
0.05060000,0.16410476,41888.06250000
0.05170002,0.16410476,41872.37890625
0.05280002,0.16410476,41856.69921875
0.05390001,0.16410476,41841.01953125
0.05500001,0.10327662,41824.76953125
