arc_length,Mach_Magnitude,p
0.00000000,0.39786380,22550.64843750
0.00110000,0.39786380,22779.63476562
0.00220000,0.57959029,22999.78906250
0.00330000,0.58695954,23117.75976562
0.00439999,0.58695954,23235.31250000
0.00549999,0.58366429,23414.14843750
0.00660001,0.58710767,23624.84179688
0.00770001,0.56935286,23736.92187500
0.00880000,0.57821618,23794.51367188
0.00990000,0.57946761,23863.71484375
0.01100000,0.57738764,23960.39453125
0.01210000,0.58666677,24051.68750000
0.01320000,0.57772105,24154.38476562
0.01430000,0.57066549,24253.18359375
0.01540000,0.57216551,24414.89453125
0.01650001,0.56201650,24575.30078125
0.01760001,0.56870675,24673.62695312
0.01870001,0.56609296,24756.74023438
0.01980000,0.56609296,24888.91601562
0.02090000,0.55231897,24988.92578125
0.02200000,0.55231897,25105.14453125
0.02310000,0.54923013,25223.42578125
0.02420001,0.54923013,25317.97851562
0.02530000,0.55063570,25404.05468750
0.02640001,0.55063570,25541.93945312
0.02750000,0.54520349,25664.33203125
0.02860001,0.54399176,25778.86523438
0.02969999,0.54399176,25902.72070312
0.03080001,0.53338047,26008.95117188
0.03189999,0.53338047,26087.76953125
0.03300000,0.53377029,26170.72070312
0.03410001,0.54149330,26244.47070312
0.03520000,0.54010406,26357.59375000
0.03630001,0.53144498,26460.00000000
0.03740000,0.53378605,26583.50585938
0.03850001,0.52818332,26707.55078125
0.03960000,0.53179452,26833.44921875
0.04070001,0.52512988,26929.82226562
0.04179999,0.53418916,27010.28710938
0.04290001,0.54093293,27091.00976562
0.04400002,0.54506371,27195.68554688
0.04510000,0.54947651,27303.52343750
0.04620001,0.53796915,27413.70312500
0.04730000,0.53796915,27502.80664062
0.04840001,0.52188894,27634.56445312
0.04950000,0.50887510,27773.57226562
0.05060001,0.45446237,27866.47070312
0.05169999,0.45268274,27956.12304688
0.05280001,0.37397480,28035.37695312
0.05389999,0.37397480,28066.16601562
0.05500000,0.20328650,28098.69140625
