arc_length,Mach_Magnitude,p
0.00000000,0.12376786,41912.94921875
0.00110000,0.15719569,41891.19140625
0.00220001,0.15719569,41890.32421875
0.00330000,0.17030918,41900.76953125
0.00440000,0.17030918,41913.10156250
0.00549999,0.17150618,41912.91406250
0.00660000,0.17576153,41910.56250000
0.00770000,0.18043776,41911.32421875
0.00880000,0.18043776,41914.53125000
0.00990001,0.18135175,41917.60156250
0.01100000,0.18135175,41920.70312500
0.01210000,0.18135175,41923.80078125
0.01319999,0.17656697,41922.81640625
0.01429999,0.17656697,41918.62500000
0.01540001,0.17656697,41914.42968750
0.01650001,0.17656697,41910.23828125
0.01760001,0.17588883,41906.25390625
0.01870000,0.17613090,41902.51953125
0.01980000,0.17613090,41898.59765625
0.02089999,0.17613090,41894.67968750
0.02200002,0.17664505,41891.05468750
0.02310001,0.17664505,41887.56640625
0.02420001,0.17664505,41884.07812500
0.02530001,0.17710909,41881.07031250
0.02640000,0.17710909,41878.89453125
0.02750000,0.17776692,41875.41015625
0.02859999,0.17780147,41871.16406250
0.02970002,0.17776413,41867.32812500
0.03080001,0.17776413,41863.89843750
0.03190001,0.17776413,41860.46875000
0.03300001,0.17836259,41856.02734375
0.03410000,0.17914226,41851.52343750
0.03520000,0.17914226,41848.97265625
0.03629999,0.17971233,41845.75390625
0.03740002,0.17971233,41842.23437500
0.03850001,0.18029557,41835.83984375
0.03960001,0.18029557,41827.52734375
0.04070001,0.18166123,41822.35546875
0.04180000,0.18166123,41817.96093750
0.04290000,0.18166123,41813.56250000
0.04399999,0.18171618,41809.32031250
0.04510002,0.18143737,41804.44531250
0.04620001,0.18896519,41797.31250000
0.04730001,0.18423120,41790.37500000
0.04840001,0.18423120,41781.96093750
0.04950000,0.18423120,41773.55078125
0.05060000,0.16219685,41763.55468750
0.05170002,0.16219685,41748.35546875
0.05280002,0.16219685,41733.15625000
0.05390001,0.16219685,41717.95703125
0.05500001,0.10375180,41702.21093750
