arc_length,Mach_Magnitude,p
0.00000000,0.11408222,41721.32421875
0.00109999,0.11408222,41723.56250000
0.00220000,0.11408222,41725.79687500
0.00329999,0.11408222,41728.03515625
0.00440000,0.12125786,41724.37500000
0.00549999,0.17724483,41719.92578125
0.00660000,0.17786003,41721.53125000
0.00769999,0.17786003,41726.08203125
0.00880000,0.17786003,41730.62890625
0.00990000,0.17786003,41735.17578125
0.01100000,0.17786003,41739.72265625
0.01210001,0.17688612,41740.85156250
0.01319999,0.17585293,41737.01171875
0.01430000,0.17585293,41731.60546875
0.01540000,0.17553216,41728.12500000
0.01649998,0.17553216,41727.44140625
0.01759999,0.17553216,41726.76171875
0.01870000,0.17577410,41725.98437500
0.01980001,0.17577410,41725.02343750
0.02089998,0.17625394,41723.40625000
0.02199999,0.17640330,41720.14062500
0.02310000,0.17676598,41715.87109375
0.02420001,0.17724290,41712.48828125
0.02529998,0.17724290,41709.31640625
0.02639999,0.17724290,41706.14453125
0.02750000,0.17736293,41703.14843750
0.02859998,0.17773704,41700.51953125
0.02969999,0.17773704,41697.90625000
0.03080000,0.17773704,41695.29296875
0.03190000,0.17773704,41692.67968750
0.03299998,0.17770751,41690.33203125
0.03409999,0.17932520,41688.08203125
0.03520000,0.17876609,41683.44921875
0.03630000,0.17876609,41678.38281250
0.03739998,0.17876609,41673.31640625
0.03849999,0.17927270,41668.46093750
0.03960000,0.18018130,41663.67187500
0.04070000,0.18026485,41658.20312500
0.04179998,0.18144362,41653.07031250
0.04289999,0.18228142,41648.55859375
0.04400000,0.18228142,41644.08984375
0.04509998,0.18586490,41639.56250000
0.04619998,0.18827963,41631.15625000
0.04729999,0.18827963,41622.68750000
0.04840000,0.18994662,41614.84765625
0.04949998,0.18951872,41606.70703125
0.05059998,0.14711719,41590.17187500
0.05169999,0.10524172,41569.31640625
0.05280000,0.10524172,41550.80859375
0.05389998,0.10524172,41532.30468750
0.05499999,nan,nan
