arc_length,Mach_Magnitude,p
0.00000000,0.31583853,22411.19921875
0.00110000,0.48118333,22583.22070312
0.00220000,0.54073444,22707.60546875
0.00330000,0.55422592,22738.46289062
0.00440000,0.57218483,22824.64257812
0.00549999,0.57218483,22885.44726562
0.00660000,0.56074597,22967.46875000
0.00770000,0.56315957,23090.30859375
0.00879999,0.54517087,23199.28710938
0.00990000,0.54008066,23287.25390625
0.01100000,0.54008066,23381.68359375
0.01209999,0.54008066,23476.11132812
0.01320000,0.52962082,23587.51367188
0.01430000,0.52962082,23754.41796875
0.01540000,0.53106778,23918.68750000
0.01650000,0.53783912,24066.47265625
0.01760000,0.52495684,24178.92773438
0.01870000,0.52495684,24288.71093750
0.01979999,0.52495684,24398.49609375
0.02090000,0.52894115,24475.43945312
0.02200000,0.51827582,24541.54492188
0.02309999,0.51827582,24605.51757812
0.02420000,0.53240499,24699.69140625
0.02530000,0.52738752,24784.54296875
0.02639999,0.52738752,24867.64257812
0.02749999,0.53073431,24916.02539062
0.02860000,0.53073431,24963.08789062
0.02969999,0.54804479,25013.41796875
0.03079999,0.54429337,25083.53320312
0.03190000,0.54429337,25152.18359375
0.03299999,0.53150264,25220.85546875
0.03409999,0.53524275,25293.49218750
0.03519998,0.53524275,25397.87695312
0.03629998,0.53524275,25502.25976562
0.03740000,0.54317764,25604.84570312
0.03850000,0.53170323,25662.11328125
0.03959999,0.53170323,25708.24414062
0.04069999,0.53170323,25754.37500000
0.04179998,0.53368490,25795.17968750
0.04289998,0.53616416,25832.55664062
0.04400001,0.53616416,25869.67578125
0.04510000,0.52341351,25936.41992188
0.04619999,0.52341351,26024.02734375
0.04729999,0.52341351,26111.63671875
0.04839999,0.51424022,26187.80859375
0.04949998,0.50071681,26275.43359375
0.05059998,0.50071681,26304.34179688
0.05170000,0.49311222,26396.49023438
0.05280000,0.49311222,26960.70703125
0.05390000,0.46298161,27446.23828125
0.05499999,nan,nan
