arc_length,Mach_Magnitude,p
0.00000000,0.17061511,42201.66015625
0.00110000,0.17061511,42195.19140625
0.00220000,0.17844235,42186.69140625
0.00329999,0.17862928,42175.63281250
0.00439999,0.17862928,42161.17578125
0.00550001,0.17964036,42152.55468750
0.00659999,0.17964036,42160.06640625
0.00769999,0.18091960,42161.22656250
0.00879998,0.18071134,42156.38281250
0.00990001,0.18071134,42151.25781250
0.01100001,0.18071134,42146.12890625
0.01210001,0.18071134,42141.00390625
0.01320001,0.18071134,42135.87890625
0.01430000,0.17916730,42132.62890625
0.01540000,0.17910197,42128.64062500
0.01650000,0.17910197,42123.92187500
0.01760000,0.17923714,42118.57812500
0.01870000,0.17904398,42112.57421875
0.01979999,0.17904398,42108.57421875
0.02089999,0.17904398,42104.57421875
0.02199999,0.17904398,42100.57812500
0.02309999,0.17983696,42096.79687500
0.02419998,0.17983696,42093.44921875
0.02529998,0.17983696,42090.10156250
0.02639998,0.18107121,42086.94921875
0.02749998,0.18147569,42083.38281250
0.02860001,0.18024904,42080.00390625
0.02970001,0.18016543,42076.67578125
0.03080000,0.18016543,42071.83203125
0.03190000,0.18016543,42066.99218750
0.03300000,0.18102897,42062.43359375
0.03410000,0.18102897,42057.97656250
0.03520000,0.18228386,42051.92187500
0.03629999,0.18228386,42045.81250000
0.03739999,0.18363541,42038.04687500
0.03849999,0.18363541,42027.92968750
0.03959999,0.18363541,42017.81640625
0.04069998,0.18540421,42008.82421875
0.04179998,0.18785538,41999.87109375
0.04289998,0.18578932,41991.08593750
0.04399998,0.18578932,41983.20312500
0.04509998,0.18578932,41975.31640625
0.04620001,0.18578932,41967.43359375
0.04730000,0.18578932,41959.54687500
0.04840000,0.18895754,41950.74609375
0.04950000,0.19039480,41953.44531250
0.05060000,0.19039480,41966.25390625
0.05170000,0.19233878,42017.29296875
0.05279999,0.19233878,42068.07812500
0.05389999,0.19233878,42118.86718750
0.05499999,nan,nan
