arc_length,Mach_Magnitude,p
0.00000000,0.34728417,23322.33398438
0.00110000,0.51071417,23318.39257812
0.00220001,0.51071417,23293.79492188
0.00330000,0.56736473,23261.44921875
0.00440000,0.56736473,23301.86328125
0.00550000,0.55974742,23369.96484375
0.00660000,0.55974742,23488.48046875
0.00770000,0.56375903,23606.46093750
0.00880001,0.57266581,23707.56250000
0.00990000,0.57266581,23807.61523438
0.01100000,0.56227430,23913.04492188
0.01210001,0.55376538,24058.40820312
0.01320000,0.55376538,24193.19335938
0.01430000,0.54880687,24321.38085938
0.01540001,0.54880687,24448.27734375
0.01650000,0.54382000,24559.16210938
0.01760000,0.54763217,24655.70703125
0.01870001,0.54527245,24762.05664062
0.01980002,0.54527245,24840.24023438
0.02090000,0.54462675,24901.29296875
0.02200001,0.53743214,24985.43554688
0.02310002,0.54217425,25071.44921875
0.02420000,0.54511772,25152.77539062
0.02530001,0.53863640,25223.77734375
0.02640002,0.53863640,25293.37109375
0.02750000,0.54116978,25383.48632812
0.02860001,0.54116978,25485.55859375
0.02970002,0.54569442,25583.14453125
0.03080000,0.52947272,25662.07617188
0.03190001,0.52947272,25744.64062500
0.03300002,0.52658481,25832.19726562
0.03410000,0.52665195,25906.62304688
0.03520001,0.52665195,25983.23046875
0.03630002,0.52727685,26057.79687500
0.03740000,0.52889408,26140.54101562
0.03850001,0.52889408,26217.85546875
0.03960002,0.52629701,26278.90625000
0.04070000,0.52566321,26333.35742188
0.04180001,0.52566321,26383.07421875
0.04290002,0.52353822,26457.23437500
0.04400000,0.52580625,26539.99804688
0.04510001,0.52580625,26594.14062500
0.04620002,0.52580625,26648.28515625
0.04730000,0.51133545,26722.64453125
0.04840001,0.50121478,26807.24414062
0.04950002,0.49588650,26894.94140625
0.05060000,0.49588650,27001.92578125
0.05170001,0.46640407,27112.37109375
0.05280003,0.44659237,27222.30859375
0.05390001,0.27390184,27283.04882812
0.05500001,nan,nan
