arc_length,Mach_Magnitude,p
0.00000000,0.33077403,23297.47070312
0.00110000,0.55687351,23393.08398438
0.00220000,0.55687351,23435.64062500
0.00330000,0.57148070,23568.66992188
0.00440000,0.56662072,23685.26171875
0.00549999,0.56932531,23820.39648438
0.00659999,0.56932531,23940.09765625
0.00770001,0.56918753,24064.43164062
0.00880000,0.56679828,24199.87695312
0.00990000,0.56513863,24309.96484375
0.01100000,0.56661924,24402.00781250
0.01210000,0.56452122,24505.40429688
0.01320000,0.55913121,24622.98437500
0.01430000,0.55318998,24742.02539062
0.01540000,0.55274799,24862.09375000
0.01650000,0.54963382,24953.25000000
0.01759999,0.54778859,25071.24609375
0.01869999,0.54690639,25188.76171875
0.01979999,0.54592473,25298.26562500
0.02090001,0.54270817,25408.87695312
0.02200000,0.53980614,25504.94335938
0.02310000,0.53555029,25586.82226562
0.02420000,0.53739244,25682.94726562
0.02530000,0.53516717,25775.38085938
0.02640000,0.53523045,25858.62109375
0.02750000,0.53693218,25947.83203125
0.02860000,0.53187452,26053.84179688
0.02969999,0.52264810,26163.13867188
0.03079999,0.52327477,26216.89648438
0.03189999,0.52115088,26332.65820312
0.03299999,0.51995217,26416.57421875
0.03409999,0.51934113,26534.77343750
0.03519999,0.52040168,26622.63085938
0.03629999,0.52093669,26691.79296875
0.03739998,0.51842741,26767.50585938
0.03849998,0.51842741,26847.76953125
0.03959998,0.51671012,26944.49023438
0.04069998,0.51682978,27017.90429688
0.04180001,0.52247026,27085.17968750
0.04290001,0.52247026,27149.61523438
0.04400001,0.52565823,27225.62109375
0.04510001,0.52299821,27324.90820312
0.04620000,0.52045782,27414.01171875
0.04730000,0.50990651,27476.67382812
0.04840000,0.50148251,27519.67968750
0.04950000,0.47887647,27597.35937500
0.05060000,0.45984573,27677.93164062
0.05170000,0.45984573,27781.40820312
0.05280000,0.40361016,27864.58593750
0.05390000,0.26626116,27907.24023438
0.05500000,nan,nan
